,Company_ID,CollarID,FromDepth,ToDepth,Company_LithoCode,Company_Litho,CET_Litho,Score,Level_3,Level_2,Level_1
194,3050,724530,93,106,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
195,3050,724530,106,114,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
196,3050,724530,106,114,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
197,3050,724530,106,114,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
198,3050,724530,106,114,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
199,3050,724530,106,114,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
200,3050,724530,106,114,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
201,3050,724530,114,120,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
202,3050,724530,114,120,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
203,3050,724530,114,120,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
204,3050,724530,114,120,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
205,3050,724530,114,120,Utc,talc-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
206,3050,724530,114,120,Utc,talc-chlorite-carbonate schist/rock,rock,101,rock,natural_superficial_ground,surficial
207,3049,872843,90,101,AS,Metasedimentary rock undivided,rock,100,rock,natural_superficial_ground,surficial
208,3049,872843,90,101,AS,Metasedimentary rock undivided,rock,100,rock,natural_superficial_ground,surficial
209,3049,872843,90,101,AS,Metasedimentary rock undivided,rock,100,rock,natural_superficial_ground,surficial
210,3050,1146526,352.8,356.1,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
211,3050,1146526,352.8,356.1,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
212,3050,1146526,352.8,356.1,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
213,3050,1146530,193.3,197.7,As,syenite,syenite,101,syenite,intermediate_coarse-grained crystalline,igneous
