dhalterationid,collarid,holeid,companyholeid,fromdepth,todepth,Alt1_Code,Alt1_Int,Alt_Comments
1782345,3827794,106543P  59/1758GNRC025,GNRC025,47.0,48.0,CH,4,
1782346,3827794,106543P  59/1758GNRC025,GNRC025,48.0,49.0,CH,4,
1782347,3827794,106543P  59/1758GNRC025,GNRC025,49.0,50.0,CH,4,
1782348,3827794,106543P  59/1758GNRC025,GNRC025,50.0,51.0,CH,4,
1782349,3827794,106543P  59/1758GNRC025,GNRC025,51.0,52.0,CH,4,
1782350,3827794,106543P  59/1758GNRC025,GNRC025,52.0,53.0,CH,4,
1782351,3827794,106543P  59/1758GNRC025,GNRC025,53.0,54.0,CH,4,
1782352,3827794,106543P  59/1758GNRC025,GNRC025,54.0,55.0,CH,4,
1782353,3827794,106543P  59/1758GNRC025,GNRC025,55.0,56.0,CH,4,
1782354,3827794,106543P  59/1758GNRC025,GNRC025,56.0,57.0,CH,4,
1782355,3827794,106543P  59/1758GNRC025,GNRC025,57.0,58.0,CH,4,
1782356,3827794,106543P  59/1758GNRC025,GNRC025,58.0,59.0,CH,4,
1782357,3827794,106543P  59/1758GNRC025,GNRC025,59.0,60.0,CH,4,
1782358,3827794,106543P  59/1758GNRC025,GNRC025,60.0,61.0,CH,4,
1782359,3827794,106543P  59/1758GNRC025,GNRC025,61.0,62.0,CH,4,
1782360,3827794,106543P  59/1758GNRC025,GNRC025,62.0,63.0,CH,4,
1782361,3827794,106543P  59/1758GNRC025,GNRC025,63.0,64.0,CH,4,
1782362,3827794,106543P  59/1758GNRC025,GNRC025,64.0,65.0,CH,4,
1782363,3827794,106543P  59/1758GNRC025,GNRC025,65.0,66.0,CH,4,
1782364,3827794,106543P  59/1758GNRC025,GNRC025,66.0,67.0,CH,4,
1782365,3827794,106543P  59/1758GNRC025,GNRC025,67.0,68.0,CH,4,
1782366,3827794,106543P  59/1758GNRC025,GNRC025,68.0,69.0,CH,4,
1782367,3827794,106543P  59/1758GNRC025,GNRC025,69.0,70.0,CH,4,
1782368,3827794,106543P  59/1758GNRC025,GNRC025,70.0,71.0,CH,4,
1782369,3827794,106543P  59/1758GNRC025,GNRC025,71.0,72.0,CH,4,
1782370,3827794,106543P  59/1758GNRC025,GNRC025,72.0,73.0,CH,4,
1782371,3827794,106543P  59/1758GNRC025,GNRC025,73.0,74.0,CH,4,
1782372,3827794,106543P  59/1758GNRC025,GNRC025,74.0,75.0,CH,4,
1782373,3827794,106543P  59/1758GNRC025,GNRC025,75.0,76.0,CH,4,
1782374,3827794,106543P  59/1758GNRC025,GNRC025,76.0,77.0,CH,4,
1782375,3827794,106543P  59/1758GNRC025,GNRC025,77.0,78.0,CH,4,
1782376,3827794,106543P  59/1758GNRC025,GNRC025,78.0,79.0,CH,4,
1782377,3827794,106543P  59/1758GNRC025,GNRC025,79.0,80.0,CH,4,
1782378,3827794,106543P  59/1758GNRC025,GNRC025,80.0,81.0,CH,4,
1782379,3827794,106543P  59/1758GNRC025,GNRC025,81.0,82.0,CH,4,
1782380,3827794,106543P  59/1758GNRC025,GNRC025,82.0,83.0,CH,4,
1782381,3827794,106543P  59/1758GNRC025,GNRC025,83.0,84.0,CH,4,
1782382,3827794,106543P  59/1758GNRC025,GNRC025,84.0,85.0,CH,4,
1782383,3827794,106543P  59/1758GNRC025,GNRC025,85.0,86.0,CH,4,
1782384,3827794,106543P  59/1758GNRC025,GNRC025,86.0,87.0,CH,4,
1782385,3827794,106543P  59/1758GNRC025,GNRC025,87.0,88.0,CH,4,
1782386,3827794,106543P  59/1758GNRC025,GNRC025,88.0,89.0,CH,4,
1782387,3827794,106543P  59/1758GNRC025,GNRC025,89.0,90.0,CH,4,
1782388,3827794,106543P  59/1758GNRC025,GNRC025,90.0,91.0,CH,4,
1782389,3827794,106543P  59/1758GNRC025,GNRC025,91.0,92.0,CH,4,
1782390,3827794,106543P  59/1758GNRC025,GNRC025,92.0,93.0,CH,4,
1782391,3827794,106543P  59/1758GNRC025,GNRC025,93.0,94.0,CH,4,
1782392,3827794,106543P  59/1758GNRC025,GNRC025,94.0,95.0,CH,4,
1782393,3827794,106543P  59/1758GNRC025,GNRC025,95.0,96.0,CH,4,
1782394,3827794,106543P  59/1758GNRC025,GNRC025,96.0,97.0,CH,4,
1782395,3827794,106543P  59/1758GNRC025,GNRC025,97.0,98.0,CH,4,
1782396,3827794,106543P  59/1758GNRC025,GNRC025,98.0,99.0,CH,4,
1782397,3827794,106543P  59/1758GNRC025,GNRC025,99.0,100.0,CH,4,
1947961,4006352,112689N/AME015,ME015,3.5,5.5,sil,,
1947962,4006359,112689N/AME069,ME069,9.0,21.0,sil,,
1947963,4006359,112689N/AME069,ME069,21.0,31.0,sil,,
1947964,4006359,112689N/AME069,ME069,31.0,43.0,sil,,
1947965,4006359,112689N/AME069,ME069,43.0,54.0,sil,,
1947966,4006360,112689N/AME070,ME070,5.0,24.0,hem,,
1947967,4006360,112689N/AME070,ME070,24.0,25.0,hem,,
1947968,4006360,112689N/AME070,ME070,25.0,43.0,hem,,
1947969,4006360,112689N/AME070,ME070,43.0,56.0,hem,,
1947970,4006361,112689N/AME071,ME071,23.0,40.0,fer,,
2099880,4078081,113971Chulaar_CME124,ME124,0.0,1.0,fer,,
2099881,4078081,113971Chulaar_CME124,ME124,1.0,11.0,cly,,
2099882,4078081,113971Chulaar_CME124,ME124,11.0,19.0,cly,,
2099883,4078081,113971Chulaar_CME124,ME124,19.0,32.0,cly,,
2099884,4078081,113971Chulaar_CME124,ME124,32.0,45.0,cly,,
2099885,4078081,113971Chulaar_CME124,ME124,45.0,56.0,cly,,
2099886,4078081,113971Chulaar_CME124,ME124,56.0,66.0,cly,,
2099887,4078082,113971Chulaar_CME125,ME125,0.0,2.0,fer,,
2099888,4078082,113971Chulaar_CME125,ME125,2.0,13.0,cly,,
2099889,4078082,113971Chulaar_CME125,ME125,13.0,29.0,cly,,
2099890,4078082,113971Chulaar_CME125,ME125,29.0,48.0,cly,,
2099891,4078082,113971Chulaar_CME125,ME125,48.0,58.0,cly,,
2099892,4078082,113971Chulaar_CME125,ME125,58.0,65.0,cly,,
2099893,4078083,113971Chulaar_CME126,ME126,0.0,1.0,fer,,
2099894,4078083,113971Chulaar_CME126,ME126,1.0,7.0,cly,,
2099895,4078083,113971Chulaar_CME126,ME126,7.0,10.0,cly,,
2099896,4078083,113971Chulaar_CME126,ME126,10.0,18.0,cly,,
2099897,4078083,113971Chulaar_CME126,ME126,18.0,25.0,cly,,
2099898,4078083,113971Chulaar_CME126,ME126,25.0,54.0,cly,,
2099899,4078083,113971Chulaar_CME126,ME126,54.0,58.0,cly,,
2099900,4078083,113971Chulaar_CME126,ME126,58.0,60.0,cly,,
2099901,4078084,113971Chulaar_CME127,ME127,0.0,1.0,cly,,
2099902,4078084,113971Chulaar_CME127,ME127,1.0,6.0,cly,,
2099903,4078084,113971Chulaar_CME127,ME127,6.0,10.0,cly,,
2099904,4078084,113971Chulaar_CME127,ME127,10.0,18.0,cly,,
2099905,4078084,113971Chulaar_CME127,ME127,18.0,23.0,cly,,
2099906,4078084,113971Chulaar_CME127,ME127,23.0,28.0,cly,,
2099907,4078084,113971Chulaar_CME127,ME127,28.0,35.0,cly,,
2099908,4078084,113971Chulaar_CME127,ME127,35.0,44.0,cly,,
2099909,4078084,113971Chulaar_CME127,ME127,44.0,53.0,cly,,
2099910,4078084,113971Chulaar_CME127,ME127,53.0,58.0,cly,,
2099911,4078084,113971Chulaar_CME127,ME127,58.0,60.0,cly,,
2099912,4078085,113971Chulaar_CME128,ME128,0.0,1.0,cly,,
2099913,4078085,113971Chulaar_CME128,ME128,1.0,10.0,cly,,
2099914,4078085,113971Chulaar_CME128,ME128,10.0,15.0,cly,,
2099915,4078085,113971Chulaar_CME128,ME128,15.0,24.0,cly,,
2099916,4078085,113971Chulaar_CME128,ME128,24.0,38.0,cly,,
2099917,4078085,113971Chulaar_CME128,ME128,38.0,46.0,cly,,
2099918,4078085,113971Chulaar_CME128,ME128,46.0,54.0,cly,,
2099919,4078085,113971Chulaar_CME128,ME128,54.0,57.0,cly,,
2099920,4078085,113971Chulaar_CME128,ME128,57.0,70.0,cly,,
2099921,4078085,113971Chulaar_CME128,ME128,70.0,80.0,cly,,
2099922,4078086,113971Chulaar_CME129,ME129,0.0,1.0,cly,,
2099923,4078086,113971Chulaar_CME129,ME129,1.0,4.0,cly,,
2099924,4078086,113971Chulaar_CME129,ME129,4.0,11.0,cly,,
2099925,4078086,113971Chulaar_CME129,ME129,11.0,21.0,fer,,
2099926,4078086,113971Chulaar_CME129,ME129,21.0,28.0,fer,,
2099927,4078086,113971Chulaar_CME129,ME129,28.0,30.0,fer,,
2099928,4078087,113971Chulaar_CME130,ME130,0.0,1.0,cly,,
2099929,4078087,113971Chulaar_CME130,ME130,1.0,9.0,cly,,
2099930,4078087,113971Chulaar_CME130,ME130,9.0,14.0,cly,,
2099931,4078087,113971Chulaar_CME130,ME130,14.0,30.0,fer,,
2099932,4078073,113971CentralMGRB611,MGRB611,8.0,20.0,CL,ST,
2099933,4078073,113971CentralMGRB611,MGRB611,20.0,45.0,CL,ST,
2099934,4078073,113971CentralMGRB611,MGRB611,45.0,83.0,CL,ST,
2099935,4078073,113971CentralMGRB611,MGRB611,83.0,93.0,SK,ST,
2099936,4078074,113971CentralMGRB612,MGRB612,11.0,14.0,HM,WK,
2099937,4078074,113971CentralMGRB612,MGRB612,14.0,18.0,HM,WK,
2099938,4078074,113971CentralMGRB612,MGRB612,18.0,21.0,GO,WK,
2099939,4078074,113971CentralMGRB612,MGRB612,21.0,52.0,CL,ST,
2099940,4078074,113971CentralMGRB612,MGRB612,52.0,67.0,CL,ST,
2099941,4078074,113971CentralMGRB612,MGRB612,67.0,68.0,SK,ST,
2099942,4078075,113971CentralMGRB613,MGRB613,7.0,11.0,HM,WK,
2099943,4078075,113971CentralMGRB613,MGRB613,11.0,25.0,HM,WK,
2099944,4078075,113971CentralMGRB613,MGRB613,25.0,40.0,HM,WK,
2099945,4078075,113971CentralMGRB613,MGRB613,40.0,50.0,HM,WK,
2099946,4078075,113971CentralMGRB613,MGRB613,50.0,63.0,HM,ST,
2099947,4078075,113971CentralMGRB613,MGRB613,63.0,68.0,HM,WK,
2099948,4078075,113971CentralMGRB613,MGRB613,76.0,80.0,HM,MD,
2099949,4078076,113971CentralMGRB614,MGRB614,12.0,28.0,HM,MD,
2099950,4078076,113971CentralMGRB614,MGRB614,28.0,31.0,HM,MD,
2099951,4078076,113971CentralMGRB614,MGRB614,31.0,41.0,HM,MD,
2099952,4078076,113971CentralMGRB614,MGRB614,41.0,45.0,HM,MD,
2099953,4078076,113971CentralMGRB614,MGRB614,45.0,48.0,HM,MD,
2099954,4078076,113971CentralMGRB614,MGRB614,48.0,51.0,HM,MD,
2099955,4078076,113971CentralMGRB614,MGRB614,51.0,60.0,HM,MD,
2099956,4078077,113971CentralMGRB615,MGRB615,2.0,29.0,CL,ST,
2099957,4078077,113971CentralMGRB615,MGRB615,29.0,34.0,CL,ST,
2099958,4078077,113971CentralMGRB615,MGRB615,34.0,52.0,CL,ST,
2099959,4078077,113971CentralMGRB615,MGRB615,52.0,64.0,CL,ST,
2099960,4078077,113971CentralMGRB615,MGRB615,64.0,74.0,CL,ST,
2099961,4078078,113971CentralMGRB616,MGRB616,2.0,9.0,CL,ST,
2099962,4078078,113971CentralMGRB616,MGRB616,9.0,27.0,CL,ST,
2099963,4078078,113971CentralMGRB616,MGRB616,27.0,83.0,CL,MD,
2099964,4078078,113971CentralMGRB616,MGRB616,83.0,86.0,CL,MD,
2099965,4078078,113971CentralMGRB616,MGRB616,86.0,98.0,CL,MD,
2099966,4078079,113971CentralMGRB617,MGRB617,3.0,16.0,CL,ST,
2099967,4078079,113971CentralMGRB617,MGRB617,16.0,17.0,CL,MD,
2099968,4078079,113971CentralMGRB617,MGRB617,17.0,41.0,CL,ST,
2099969,4078079,113971CentralMGRB617,MGRB617,41.0,42.0,CL,MD,
2099970,4078079,113971CentralMGRB617,MGRB617,42.0,72.0,CL,MD,
2099971,4078090,113971Chulaar_CMJ890,MJ890,0.0,1.0,ser,,
2099972,4078090,113971Chulaar_CMJ890,MJ890,23.0,27.0,ser,,
2099973,4078090,113971Chulaar_CMJ890,MJ890,29.0,30.0,ser,,
2099974,4078092,113971Chulaar_CMJ892,MJ892,0.0,3.0,ser,,
2099975,4078093,113971Chulaar_CMJ893,MJ893,0.0,17.0,ser,,
2099976,4078093,113971Chulaar_CMJ893,MJ893,19.0,21.0,ser,,
2099977,4078093,113971Chulaar_CMJ893,MJ893,21.0,24.0,ser,,
2099978,4078093,113971Chulaar_CMJ893,MJ893,62.0,80.0,ser,,
2099979,4078161,113972Karara_CCR007,CR007,13.0,16.0,qtz,,
2099980,4078161,113972Karara_CCR007,CR007,30.0,38.0,qtz,,
2099981,4078161,113972Karara_CCR007,CR007,38.0,53.0,qtz,,
2099982,4078163,113972Karara_CCR009,CR009,48.0,56.0,qtz,,
2099983,4078163,113972Karara_CCR009,CR009,56.0,67.0,hem,,
2099984,4078163,113972Karara_CCR009,CR009,67.0,68.0,tlc,,
2099985,4078164,113972Karara_CCR010,CR010,48.0,56.0,tlc,,
2099986,4078165,113972Karara_CCR011,CR011,38.0,42.0,qtz,,
2099987,4078167,113972Karara_CCR013,CR013,52.0,68.0,fer,,
2099988,4078167,113972Karara_CCR013,CR013,68.0,69.0,qtz,,
2099989,4078168,113972Karara_CCR014,CR014,63.0,68.0,hem,,
2099990,4078169,113972Karara_CCR015,CR015,54.0,64.0,crb,,
2099991,4078170,113972Karara_CCR016,CR016,25.0,28.0,qtz,,
2099992,4078171,113972Karara_CCR017,CR017,47.0,50.0,fer,,
2099993,4078172,113972Karara_CCR018,CR018,58.0,66.0,fer,,
2099994,4078172,113972Karara_CCR018,CR018,66.0,73.0,qtz,,
2099995,4078172,113972Karara_CCR018,CR018,73.0,87.0,fer,,
2099996,4078172,113972Karara_CCR018,CR018,87.0,94.0,fer,,
2099997,4078173,113972Karara_CCR019,CR019,4.0,18.0,fer,,
2099998,4078173,113972Karara_CCR019,CR019,18.0,57.0,fer,,
2099999,4078175,113972Karara_CCR021,CR021,22.0,46.0,qtz,,
2100000,4078175,113972Karara_CCR021,CR021,46.0,48.0,qtz,,
2100001,4078175,113972Karara_CCR021,CR021,53.0,56.0,fer,,
2100002,4078176,113972Karara_CCR022,CR022,46.0,53.0,qtz,,
2100003,4078176,113972Karara_CCR022,CR022,67.0,88.0,qtz,,
2100004,4078176,113972Karara_CCR022,CR022,88.0,92.0,fer,,
2100005,4078177,113972Karara_CCR023,CR023,30.0,34.0,qtz,,
2100006,4078178,113972Karara_CCR024,CR024,19.0,20.0,qtz,,
2100007,4078190,113972Karara_CCR056,CR056,39.0,47.0,fer,,
2100008,4078192,113972Karara_CRH144,RH144,3.0,7.0,sil,,
2100009,4078192,113972Karara_CRH144,RH144,7.0,11.0,sil,,
2100010,4078193,113972Karara_CRH145,RH145,1.0,8.0,sil,,
2100011,4078195,113972Karara_CRH147,RH147,52.0,59.0,crb,,
2100012,4078196,113972Karara_CRH148,RH148,1.0,4.0,sil,,
2100013,4078196,113972Karara_CRH148,RH148,76.0,80.0,sil,,
2100014,4078199,113972Karara_CRH151,RH151,0.0,1.0,sil,,
2100015,4078200,113972Karara_CRH152,RH152,45.0,47.0,cly,,
2100016,4078200,113972Karara_CRH152,RH152,47.0,54.0,cly,,
2100017,4078200,113972Karara_CRH152,RH152,54.0,62.0,cly,,
2100018,4078200,113972Karara_CRH152,RH152,62.0,66.0,cly,,
2100019,4078200,113972Karara_CRH152,RH152,66.0,73.0,cly,,
2100020,4078200,113972Karara_CRH152,RH152,73.0,81.0,cly,,
2100021,4078202,113972Karara_CRH154,RH154,27.0,42.0,cly,,
2100022,4078203,113972Karara_CRH155,RH155,16.0,24.0,cly,,
2100023,4078203,113972Karara_CRH155,RH155,48.0,52.0,crb,,
2100024,4078203,113972Karara_CRH155,RH155,52.0,56.0,crb,,
2100025,4078203,113972Karara_CRH155,RH155,56.0,61.0,crb,,
2100026,4078210,113972Karara_CRH162,RH162,44.0,48.0,sil,,
2100027,4078210,113972Karara_CRH162,RH162,48.0,56.0,sil,,
2100028,4078211,113972Karara_CRH163,RH163,31.0,36.0,cly,,
2100029,4078213,113972Karara_CRH165,RH165,30.0,43.0,sil,,
2100030,4078213,113972Karara_CRH165,RH165,46.0,54.0,cly,,
2100031,4078214,113972Karara_CRH166,RH166,45.0,50.0,cly,,
2100032,4078214,113972Karara_CRH166,RH166,70.0,80.0,ser,,
2100033,4078214,113972Karara_CRH166,RH166,80.0,83.0,cly,,
2100034,4078215,113972Karara_CRH167,RH167,78.0,82.0,cly,,
2100035,4078215,113972Karara_CRH167,RH167,82.0,90.0,cly,,
2100036,4078215,113972Karara_CRH167,RH167,90.0,92.0,cly,,
2100037,4078215,113972Karara_CRH167,RH167,92.0,95.0,cly,,
2100038,4078215,113972Karara_CRH167,RH167,95.0,100.0,cly,,
2100039,4078215,113972Karara_CRH167,RH167,100.0,103.0,cly,,
2100040,4078215,113972Karara_CRH167,RH167,103.0,104.0,cly,,
2100041,4078218,113972Karara_CRH170,RH170,19.0,23.0,tlc,,
2100042,4078218,113972Karara_CRH170,RH170,30.0,34.0,tlc,,
2100043,4078218,113972Karara_CRH170,RH170,62.0,68.0,cly,,
2100044,4078218,113972Karara_CRH170,RH170,68.0,70.0,cly,,
2100045,4078221,113972Karara_CRH173,RH173,41.0,57.0,cly,,
2100046,4078221,113972Karara_CRH173,RH173,57.0,59.0,cly,,
2100047,4078222,113972Karara_CRH174,RH174,54.0,57.0,ser,,
2100048,4078222,113972Karara_CRH174,RH174,57.0,58.0,ser,,
2100049,4078222,113972Karara_CRH174,RH174,58.0,65.0,ser,,
2100050,4078225,113972Karara_CRH177,RH177,32.0,33.0,cly,,
2100051,4078225,113972Karara_CRH177,RH177,33.0,38.0,cly,,
2100052,4078225,113972Karara_CRH177,RH177,44.0,50.0,cly,,
2100053,4078226,113972Karara_CRH178,RH178,36.0,44.0,bio,,
2100054,4078226,113972Karara_CRH178,RH178,47.0,48.0,cly,,
2100055,4078228,113972Karara_CRH180,RH180,60.0,70.0,cly,,
2100056,4078228,113972Karara_CRH180,RH180,70.0,80.0,cly,,
2100057,4078229,113972Karara_CRH181,RH181,43.0,51.0,ser,,
2100058,4078229,113972Karara_CRH181,RH181,51.0,55.0,ser,,
2100059,4078230,113972Karara_CRH182,RH182,10.0,20.0,srp,,
2100060,4078230,113972Karara_CRH182,RH182,20.0,30.0,srp,,
2100061,4078230,113972Karara_CRH182,RH182,30.0,41.0,srp,,
2100062,4078233,113972Karara_CRH185,RH185,20.0,30.0,fuc,,
2100063,4078233,113972Karara_CRH185,RH185,30.0,40.0,crb,,
2100064,4078233,113972Karara_CRH185,RH185,40.0,50.0,crb,,
2100065,4078233,113972Karara_CRH185,RH185,50.0,54.0,ser,,
2100066,4078233,113972Karara_CRH185,RH185,60.0,68.0,cly,,
2100067,4078234,113972Karara_CRH186,RH186,48.0,55.0,crb,,
2100068,4078234,113972Karara_CRH186,RH186,55.0,58.0,crb,,
2100069,4078234,113972Karara_CRH186,RH186,58.0,67.0,crb,,
2100070,4078235,113972Karara_CRHP001,RHP001,0.0,3.0,fer,,
2100071,4078235,113972Karara_CRHP001,RHP001,3.0,13.0,cly,,
2100072,4078235,113972Karara_CRHP001,RHP001,13.0,31.0,cly,,
2100073,4078235,113972Karara_CRHP001,RHP001,31.0,34.0,cly,,
2100074,4078235,113972Karara_CRHP001,RHP001,34.0,40.0,cly,,
2100075,4078235,113972Karara_CRHP001,RHP001,40.0,48.0,cly,,
2100076,4078235,113972Karara_CRHP001,RHP001,48.0,64.0,cly,,
2100077,4078235,113972Karara_CRHP001,RHP001,64.0,65.0,fer,,
2100078,4078235,113972Karara_CRHP001,RHP001,65.0,73.0,fer,,
2100079,4078235,113972Karara_CRHP001,RHP001,73.0,87.0,fer,,
2281524,4114755,114346Sth ISLANDSIRC016,SIRC016,14.0,15.0,TC,3,
2281525,4114755,114346Sth ISLANDSIRC016,SIRC016,15.0,16.0,TC,3,
2281526,4114755,114346Sth ISLANDSIRC016,SIRC016,16.0,17.0,TC,3,
2281527,4114755,114346Sth ISLANDSIRC016,SIRC016,17.0,18.0,TC,3,
2281528,4114755,114346Sth ISLANDSIRC016,SIRC016,18.0,19.0,TC,2,
2281529,4114755,114346Sth ISLANDSIRC016,SIRC016,19.0,20.0,TC,2,
2281530,4114755,114346Sth ISLANDSIRC016,SIRC016,20.0,21.0,TC,2,
2281531,4114755,114346Sth ISLANDSIRC016,SIRC016,21.0,22.0,TC,2,
2281532,4114755,114346Sth ISLANDSIRC016,SIRC016,22.0,23.0,TC,3,
2281533,4114755,114346Sth ISLANDSIRC016,SIRC016,23.0,24.0,TC,3,
2281534,4114755,114346Sth ISLANDSIRC016,SIRC016,24.0,25.0,TC,3,
