dhalterationid,collarid,holeid,companyholeid,fromdepth,todepth,Alt1_Code,Alt1_Int,Alt_Comments
1399051,3031563,89816ExplorationSIRC007,SIRC007,0.0,1.0,TC,3,
1399052,3031563,89816ExplorationSIRC007,SIRC007,1.0,2.0,TC,3,
1399053,3031563,89816ExplorationSIRC007,SIRC007,2.0,3.0,TC,3,
1399054,3031563,89816ExplorationSIRC007,SIRC007,3.0,4.0,P,3,
1399055,3031563,89816ExplorationSIRC007,SIRC007,4.0,5.0,P,3,
1399056,3031563,89816ExplorationSIRC007,SIRC007,5.0,6.0,P,3,
1399057,3031563,89816ExplorationSIRC007,SIRC007,6.0,7.0,TC,3,
1399058,3031563,89816ExplorationSIRC007,SIRC007,7.0,8.0,P,3,
1399059,3031563,89816ExplorationSIRC007,SIRC007,8.0,9.0,TC,3,
1399060,3031563,89816ExplorationSIRC007,SIRC007,9.0,10.0,P,2,
1399061,3031563,89816ExplorationSIRC007,SIRC007,10.0,11.0,TC,2,
1399062,3031563,89816ExplorationSIRC007,SIRC007,11.0,12.0,TC,2,
1399063,3031563,89816ExplorationSIRC007,SIRC007,12.0,13.0,TC,2,
1399064,3031563,89816ExplorationSIRC007,SIRC007,13.0,14.0,TC,2,
1399065,3031563,89816ExplorationSIRC007,SIRC007,14.0,15.0,TC,3,
1399066,3031563,89816ExplorationSIRC007,SIRC007,15.0,16.0,TC,3,
1399067,3031563,89816ExplorationSIRC007,SIRC007,16.0,17.0,TC,3,
1399068,3031563,89816ExplorationSIRC007,SIRC007,17.0,18.0,TC,3,
1399069,3031563,89816ExplorationSIRC007,SIRC007,18.0,19.0,TC,3,
1399070,3031563,89816ExplorationSIRC007,SIRC007,19.0,20.0,TC,3,
1399071,3031563,89816ExplorationSIRC007,SIRC007,20.0,21.0,TC,3,
1399072,3031563,89816ExplorationSIRC007,SIRC007,21.0,22.0,TC,3,
1399073,3031563,89816ExplorationSIRC007,SIRC007,22.0,23.0,P,3,
1399074,3031563,89816ExplorationSIRC007,SIRC007,23.0,24.0,P,3,
1399075,3031563,89816ExplorationSIRC007,SIRC007,24.0,25.0,TC,3,
1399076,3031563,89816ExplorationSIRC007,SIRC007,25.0,26.0,TC,3,
1399077,3031563,89816ExplorationSIRC007,SIRC007,26.0,27.0,TC,3,
1399078,3031563,89816ExplorationSIRC007,SIRC007,27.0,28.0,TC,3,
1399079,3031563,89816ExplorationSIRC007,SIRC007,28.0,29.0,TC,3,
1399080,3031563,89816ExplorationSIRC007,SIRC007,29.0,30.0,TC,3,
1399081,3031563,89816ExplorationSIRC007,SIRC007,30.0,31.0,TC,3,
1399082,3031563,89816ExplorationSIRC007,SIRC007,31.0,32.0,TC,3,
1399083,3031563,89816ExplorationSIRC007,SIRC007,32.0,33.0,TC,1,
1399084,3031563,89816ExplorationSIRC007,SIRC007,33.0,34.0,TC,2,
1399085,3031563,89816ExplorationSIRC007,SIRC007,34.0,35.0,TC,1,
1399086,3031563,89816ExplorationSIRC007,SIRC007,35.0,36.0,P,2,
1399087,3031563,89816ExplorationSIRC007,SIRC007,36.0,37.0,P,2,
1399088,3031563,89816ExplorationSIRC007,SIRC007,37.0,38.0,P,2,
1399089,3031563,89816ExplorationSIRC007,SIRC007,38.0,39.0,TC,2,
1399090,3031563,89816ExplorationSIRC007,SIRC007,39.0,40.0,P,2,
1399091,3031563,89816ExplorationSIRC007,SIRC007,40.0,41.0,TC,1,
1399092,3031563,89816ExplorationSIRC007,SIRC007,41.0,42.0,P,1,
1399093,3031563,89816ExplorationSIRC007,SIRC007,42.0,43.0,TC,1,
1399094,3031563,89816ExplorationSIRC007,SIRC007,43.0,44.0,GO,3,
1399095,3031563,89816ExplorationSIRC007,SIRC007,44.0,45.0,P,3,
1399096,3031563,89816ExplorationSIRC007,SIRC007,45.0,46.0,GO,3,
1399097,3031563,89816ExplorationSIRC007,SIRC007,46.0,47.0,GO,3,
1399098,3031563,89816ExplorationSIRC007,SIRC007,47.0,48.0,P,3,
1399099,3031563,89816ExplorationSIRC007,SIRC007,48.0,49.0,P,3,
1399100,3031563,89816ExplorationSIRC007,SIRC007,49.0,50.0,GO,3,
1399101,3031563,89816ExplorationSIRC007,SIRC007,50.0,51.0,LM,2,
1399102,3031563,89816ExplorationSIRC007,SIRC007,51.0,52.0,GO,1,
1399103,3031563,89816ExplorationSIRC007,SIRC007,52.0,53.0,P,1,
1399104,3031563,89816ExplorationSIRC007,SIRC007,53.0,54.0,P,1,
1399105,3031563,89816ExplorationSIRC007,SIRC007,54.0,55.0,GO,1,
1399106,3031563,89816ExplorationSIRC007,SIRC007,55.0,56.0,D,1,
1399107,3031563,89816ExplorationSIRC007,SIRC007,56.0,57.0,D,1,
1399108,3031563,89816ExplorationSIRC007,SIRC007,57.0,58.0,D,1,
1399109,3031563,89816ExplorationSIRC007,SIRC007,58.0,59.0,GO,1,
1399110,3031563,89816ExplorationSIRC007,SIRC007,59.0,60.0,GO,1,
1399111,3031563,89816ExplorationSIRC007,SIRC007,60.0,61.0,LM,2,
1399112,3031563,89816ExplorationSIRC007,SIRC007,61.0,62.0,LM,2,
1399113,3031563,89816ExplorationSIRC007,SIRC007,62.0,63.0,GO,1,
1399114,3031563,89816ExplorationSIRC007,SIRC007,63.0,64.0,GO,1,
1399115,3031563,89816ExplorationSIRC007,SIRC007,64.0,65.0,GO,1,
1399116,3031563,89816ExplorationSIRC007,SIRC007,65.0,66.0,GO,1,
1399117,3031563,89816ExplorationSIRC007,SIRC007,68.0,69.0,PY,1,
1399118,3031563,89816ExplorationSIRC007,SIRC007,69.0,70.0,PY,1,
1399119,3031564,89816ExplorationSIRC008,SIRC008,0.0,1.0,TC,2,
1399120,3031564,89816ExplorationSIRC008,SIRC008,1.0,2.0,TC,2,
1399121,3031564,89816ExplorationSIRC008,SIRC008,2.0,3.0,P,2,
1399122,3031564,89816ExplorationSIRC008,SIRC008,3.0,4.0,P,2,
1399123,3031564,89816ExplorationSIRC008,SIRC008,4.0,5.0,TC,2,
1399124,3031564,89816ExplorationSIRC008,SIRC008,5.0,6.0,GO,2,
1399125,3031564,89816ExplorationSIRC008,SIRC008,6.0,7.0,P,3,
1399126,3031564,89816ExplorationSIRC008,SIRC008,7.0,8.0,TC,3,
1399127,3031564,89816ExplorationSIRC008,SIRC008,8.0,9.0,P,3,
1399128,3031564,89816ExplorationSIRC008,SIRC008,9.0,10.0,P,3,
1399129,3031564,89816ExplorationSIRC008,SIRC008,10.0,11.0,TC,3,
1399130,3031564,89816ExplorationSIRC008,SIRC008,11.0,12.0,P,3,
1399131,3031564,89816ExplorationSIRC008,SIRC008,12.0,13.0,TC,3,
1399132,3031564,89816ExplorationSIRC008,SIRC008,13.0,14.0,TC,3,
1399133,3031564,89816ExplorationSIRC008,SIRC008,14.0,15.0,P,3,
1399134,3031564,89816ExplorationSIRC008,SIRC008,15.0,16.0,P,3,
1399135,3031564,89816ExplorationSIRC008,SIRC008,16.0,17.0,TC,3,
1399136,3031564,89816ExplorationSIRC008,SIRC008,17.0,18.0,P,3,
1399137,3031564,89816ExplorationSIRC008,SIRC008,18.0,19.0,TC,2,
1399138,3031564,89816ExplorationSIRC008,SIRC008,19.0,20.0,TC,2,
1399139,3031564,89816ExplorationSIRC008,SIRC008,20.0,21.0,TC,2,
1399140,3031564,89816ExplorationSIRC008,SIRC008,21.0,22.0,TC,2,
1399141,3031564,89816ExplorationSIRC008,SIRC008,22.0,23.0,TC,2,
1399142,3031564,89816ExplorationSIRC008,SIRC008,23.0,24.0,TC,2,
1399143,3031564,89816ExplorationSIRC008,SIRC008,24.0,25.0,P,2,
1399144,3031564,89816ExplorationSIRC008,SIRC008,25.0,26.0,TC,2,
1399145,3031564,89816ExplorationSIRC008,SIRC008,26.0,27.0,P,2,
1399146,3031564,89816ExplorationSIRC008,SIRC008,27.0,28.0,P,2,
1399147,3031564,89816ExplorationSIRC008,SIRC008,28.0,29.0,P,2,
1399148,3031564,89816ExplorationSIRC008,SIRC008,29.0,30.0,TC,2,
1399149,3031564,89816ExplorationSIRC008,SIRC008,30.0,31.0,P,3,
1399150,3031564,89816ExplorationSIRC008,SIRC008,31.0,32.0,P,3,
1399151,3031564,89816ExplorationSIRC008,SIRC008,32.0,33.0,TC,3,
1399152,3031564,89816ExplorationSIRC008,SIRC008,33.0,34.0,TC,3,
1399153,3031564,89816ExplorationSIRC008,SIRC008,34.0,35.0,TC,3,
1399154,3031564,89816ExplorationSIRC008,SIRC008,35.0,36.0,P,3,
1399155,3031564,89816ExplorationSIRC008,SIRC008,36.0,37.0,TC,3,
1399156,3031564,89816ExplorationSIRC008,SIRC008,37.0,38.0,P,3,
1399157,3031564,89816ExplorationSIRC008,SIRC008,38.0,39.0,TC,3,
1399158,3031564,89816ExplorationSIRC008,SIRC008,39.0,40.0,P,3,
1399159,3031564,89816ExplorationSIRC008,SIRC008,40.0,41.0,P,3,
1399160,3031564,89816ExplorationSIRC008,SIRC008,41.0,42.0,P,3,
1399161,3031564,89816ExplorationSIRC008,SIRC008,42.0,43.0,TC,3,
1399162,3031564,89816ExplorationSIRC008,SIRC008,43.0,44.0,TC,3,
1399163,3031564,89816ExplorationSIRC008,SIRC008,44.0,45.0,P,1,
1399164,3031564,89816ExplorationSIRC008,SIRC008,45.0,46.0,P,3,
1399165,3031564,89816ExplorationSIRC008,SIRC008,46.0,47.0,TC,3,
1399166,3031564,89816ExplorationSIRC008,SIRC008,47.0,48.0,P,3,
1399167,3031564,89816ExplorationSIRC008,SIRC008,48.0,49.0,P,3,
1399168,3031564,89816ExplorationSIRC008,SIRC008,49.0,50.0,TC,3,
1399169,3031564,89816ExplorationSIRC008,SIRC008,50.0,51.0,TC,3,
1399170,3031564,89816ExplorationSIRC008,SIRC008,51.0,52.0,P,3,
1399171,3031564,89816ExplorationSIRC008,SIRC008,52.0,53.0,TC,3,
1399172,3031564,89816ExplorationSIRC008,SIRC008,53.0,54.0,P,3,
1399173,3031564,89816ExplorationSIRC008,SIRC008,54.0,55.0,P,3,
1399174,3031564,89816ExplorationSIRC008,SIRC008,55.0,56.0,TC,3,
1399175,3031564,89816ExplorationSIRC008,SIRC008,56.0,57.0,P,3,
1399176,3031564,89816ExplorationSIRC008,SIRC008,57.0,58.0,TC,3,
1399177,3031564,89816ExplorationSIRC008,SIRC008,58.0,59.0,TC,3,
1399178,3031564,89816ExplorationSIRC008,SIRC008,59.0,60.0,TC,3,
1399179,3031564,89816ExplorationSIRC008,SIRC008,60.0,61.0,TC,3,
1399180,3031564,89816ExplorationSIRC008,SIRC008,61.0,62.0,GO,3,
1399181,3031564,89816ExplorationSIRC008,SIRC008,62.0,63.0,GO,3,
1399182,3031564,89816ExplorationSIRC008,SIRC008,63.0,64.0,P,3,
1399183,3031564,89816ExplorationSIRC008,SIRC008,64.0,65.0,GO,3,
1399184,3031564,89816ExplorationSIRC008,SIRC008,65.0,66.0,P,3,
1399185,3031564,89816ExplorationSIRC008,SIRC008,66.0,67.0,P,3,
1399186,3031564,89816ExplorationSIRC008,SIRC008,67.0,68.0,GO,3,
1399187,3031564,89816ExplorationSIRC008,SIRC008,68.0,69.0,P,3,
1399188,3031564,89816ExplorationSIRC008,SIRC008,69.0,70.0,GO,3,
1399189,3031564,89816ExplorationSIRC008,SIRC008,70.0,71.0,GO,1,
1399190,3031564,89816ExplorationSIRC008,SIRC008,71.0,72.0,GO,1,
1399191,3031564,89816ExplorationSIRC008,SIRC008,72.0,73.0,GO,1,
1399192,3031564,89816ExplorationSIRC008,SIRC008,75.0,76.0,GO,2,
1399193,3031564,89816ExplorationSIRC008,SIRC008,76.0,77.0,D,2,
1399194,3031564,89816ExplorationSIRC008,SIRC008,85.0,86.0,D,3,
1399195,3031564,89816ExplorationSIRC008,SIRC008,86.0,87.0,D,3,
1399196,3031564,89816ExplorationSIRC008,SIRC008,87.0,88.0,D,3,
1399197,3031564,89816ExplorationSIRC008,SIRC008,88.0,89.0,PY,3,
1399198,3031564,89816ExplorationSIRC008,SIRC008,89.0,90.0,D,3,
1399199,3031564,89816ExplorationSIRC008,SIRC008,90.0,91.0,PY,3,
1399200,3031564,89816ExplorationSIRC008,SIRC008,91.0,92.0,PY,3,
1399201,3031564,89816ExplorationSIRC008,SIRC008,92.0,93.0,PY,1,
1399202,3031564,89816ExplorationSIRC008,SIRC008,93.0,94.0,D,1,
1399203,3031564,89816ExplorationSIRC008,SIRC008,94.0,95.0,D,1,
1399204,3031564,89816ExplorationSIRC008,SIRC008,95.0,96.0,PY,1,
1399205,3031564,89816ExplorationSIRC008,SIRC008,96.0,97.0,D,1,
1399206,3031565,89816ExplorationSIRC009,SIRC009,0.0,1.0,P,3,
1399207,3031565,89816ExplorationSIRC009,SIRC009,1.0,2.0,GO,1,
1399208,3031565,89816ExplorationSIRC009,SIRC009,2.0,3.0,P,1,
1399209,3031565,89816ExplorationSIRC009,SIRC009,3.0,4.0,P,1,
1399210,3031565,89816ExplorationSIRC009,SIRC009,4.0,5.0,GO,1,
1399211,3031565,89816ExplorationSIRC009,SIRC009,5.0,6.0,P,3,
1399212,3031565,89816ExplorationSIRC009,SIRC009,6.0,7.0,GO,3,
1399213,3031565,89816ExplorationSIRC009,SIRC009,7.0,8.0,GO,3,
1399214,3031565,89816ExplorationSIRC009,SIRC009,8.0,9.0,GO,1,
1399215,3031565,89816ExplorationSIRC009,SIRC009,9.0,10.0,GO,1,
1399216,3031565,89816ExplorationSIRC009,SIRC009,10.0,11.0,P,3,
1399217,3031565,89816ExplorationSIRC009,SIRC009,11.0,12.0,P,3,
1399218,3031565,89816ExplorationSIRC009,SIRC009,12.0,13.0,P,3,
1399219,3031565,89816ExplorationSIRC009,SIRC009,13.0,14.0,P,3,
1399220,3031565,89816ExplorationSIRC009,SIRC009,14.0,15.0,GO,1,
1399221,3031565,89816ExplorationSIRC009,SIRC009,15.0,16.0,GO,1,
1399222,3031565,89816ExplorationSIRC009,SIRC009,16.0,17.0,P,1,
1399223,3031565,89816ExplorationSIRC009,SIRC009,17.0,18.0,P,1,
1399224,3031565,89816ExplorationSIRC009,SIRC009,18.0,19.0,P,2,
1399225,3031565,89816ExplorationSIRC009,SIRC009,19.0,20.0,P,2,
1399226,3031565,89816ExplorationSIRC009,SIRC009,20.0,21.0,GO,2,
1399227,3031565,89816ExplorationSIRC009,SIRC009,21.0,22.0,GO,2,
1399228,3031565,89816ExplorationSIRC009,SIRC009,22.0,23.0,GO,2,
1399229,3031565,89816ExplorationSIRC009,SIRC009,23.0,24.0,LM,4,
1399230,3031565,89816ExplorationSIRC009,SIRC009,24.0,25.0,LM,4,
1399231,3031565,89816ExplorationSIRC009,SIRC009,25.0,26.0,P,4,
1399232,3031565,89816ExplorationSIRC009,SIRC009,26.0,27.0,LM,4,
1399233,3031565,89816ExplorationSIRC009,SIRC009,27.0,28.0,LM,4,
1399234,3031565,89816ExplorationSIRC009,SIRC009,28.0,29.0,LM,4,
1399235,3031565,89816ExplorationSIRC009,SIRC009,29.0,30.0,LM,4,
1399236,3031565,89816ExplorationSIRC009,SIRC009,30.0,31.0,P,2,
1399237,3031565,89816ExplorationSIRC009,SIRC009,32.0,33.0,LM,2,
1399238,3031565,89816ExplorationSIRC009,SIRC009,33.0,34.0,LM,2,
1399239,3031565,89816ExplorationSIRC009,SIRC009,34.0,35.0,P,1,
1399240,3031565,89816ExplorationSIRC009,SIRC009,35.0,36.0,LM,1,
1399241,3031565,89816ExplorationSIRC009,SIRC009,36.0,37.0,LM,1,
1399242,3031565,89816ExplorationSIRC009,SIRC009,38.0,39.0,LM,4,
1399243,3031565,89816ExplorationSIRC009,SIRC009,39.0,40.0,P,4,
1399244,3031565,89816ExplorationSIRC009,SIRC009,40.0,41.0,LM,1,
1399245,3031565,89816ExplorationSIRC009,SIRC009,41.0,42.0,LM,1,
1399246,3031565,89816ExplorationSIRC009,SIRC009,42.0,43.0,P,1,
1399247,3031565,89816ExplorationSIRC009,SIRC009,43.0,44.0,LM,1,
1399248,3031565,89816ExplorationSIRC009,SIRC009,44.0,45.0,LM,1,
1399249,3031565,89816ExplorationSIRC009,SIRC009,45.0,46.0,LM,1,
1399250,3031565,89816ExplorationSIRC009,SIRC009,46.0,47.0,LM,4,
1399251,3031565,89816ExplorationSIRC009,SIRC009,47.0,48.0,LM,4,
1399252,3031565,89816ExplorationSIRC009,SIRC009,48.0,49.0,P,4,
1399253,3031565,89816ExplorationSIRC009,SIRC009,49.0,50.0,LM,4,
1399254,3031565,89816ExplorationSIRC009,SIRC009,50.0,51.0,P,2,
1399255,3031565,89816ExplorationSIRC009,SIRC009,51.0,52.0,P,1,
1399256,3031565,89816ExplorationSIRC009,SIRC009,52.0,53.0,P,1,
1399257,3031565,89816ExplorationSIRC009,SIRC009,53.0,54.0,P,1,
1399258,3031565,89816ExplorationSIRC009,SIRC009,54.0,55.0,P,1,
1399259,3031565,89816ExplorationSIRC009,SIRC009,55.0,56.0,LM,1,
1399260,3031565,89816ExplorationSIRC009,SIRC009,56.0,57.0,LM,1,
1399261,3031566,89816ExplorationSIRC010,SIRC010,0.0,1.0,GO,1,
1399262,3031566,89816ExplorationSIRC010,SIRC010,1.0,2.0,P,1,
1399263,3031566,89816ExplorationSIRC010,SIRC010,2.0,3.0,P,1,
1399264,3031566,89816ExplorationSIRC010,SIRC010,3.0,4.0,GO,1,
1399265,3031566,89816ExplorationSIRC010,SIRC010,4.0,5.0,P,1,
1399266,3031566,89816ExplorationSIRC010,SIRC010,5.0,6.0,GO,1,
1399267,3031566,89816ExplorationSIRC010,SIRC010,6.0,7.0,GO,1,
1399268,3031566,89816ExplorationSIRC010,SIRC010,13.0,14.0,P,2,
1399269,3031566,89816ExplorationSIRC010,SIRC010,14.0,15.0,GO,2,
1399270,3031566,89816ExplorationSIRC010,SIRC010,15.0,16.0,GO,2,
1399271,3031566,89816ExplorationSIRC010,SIRC010,16.0,17.0,GO,2,
1399272,3031566,89816ExplorationSIRC010,SIRC010,17.0,18.0,P,2,
1399273,3031566,89816ExplorationSIRC010,SIRC010,18.0,19.0,P,2,
1399274,3031566,89816ExplorationSIRC010,SIRC010,19.0,20.0,GO,2,
1399275,3031566,89816ExplorationSIRC010,SIRC010,20.0,21.0,TC,1,
1399276,3031566,89816ExplorationSIRC010,SIRC010,21.0,22.0,TC,1,
1399277,3031566,89816ExplorationSIRC010,SIRC010,22.0,23.0,P,2,
1399278,3031566,89816ExplorationSIRC010,SIRC010,23.0,24.0,TC,2,
1399279,3031566,89816ExplorationSIRC010,SIRC010,24.0,25.0,P,2,
1399280,3031566,89816ExplorationSIRC010,SIRC010,25.0,26.0,TC,2,
1399281,3031566,89816ExplorationSIRC010,SIRC010,26.0,27.0,P,2,
1399282,3031566,89816ExplorationSIRC010,SIRC010,27.0,28.0,TC,2,
1399283,3031566,89816ExplorationSIRC010,SIRC010,28.0,29.0,TC,2,
1399284,3031566,89816ExplorationSIRC010,SIRC010,29.0,30.0,TC,2,
1399285,3031566,89816ExplorationSIRC010,SIRC010,30.0,31.0,TC,2,
1399286,3031566,89816ExplorationSIRC010,SIRC010,31.0,32.0,P,2,
1399287,3031566,89816ExplorationSIRC010,SIRC010,32.0,33.0,P,2,
1399288,3031566,89816ExplorationSIRC010,SIRC010,33.0,34.0,TC,2,
1399289,3031566,89816ExplorationSIRC010,SIRC010,34.0,35.0,P,2,
1399290,3031566,89816ExplorationSIRC010,SIRC010,35.0,36.0,P,2,
1399291,3031566,89816ExplorationSIRC010,SIRC010,36.0,37.0,TC,2,
1399292,3031566,89816ExplorationSIRC010,SIRC010,37.0,38.0,TC,2,
1399293,3031566,89816ExplorationSIRC010,SIRC010,38.0,39.0,TC,2,
1399294,3031566,89816ExplorationSIRC010,SIRC010,39.0,40.0,TC,2,
1399295,3031566,89816ExplorationSIRC010,SIRC010,40.0,41.0,P,2,
1399296,3031566,89816ExplorationSIRC010,SIRC010,41.0,42.0,P,2,
1399297,3031566,89816ExplorationSIRC010,SIRC010,42.0,43.0,TC,2,
1399298,3031566,89816ExplorationSIRC010,SIRC010,43.0,44.0,P,2,
1399299,3031566,89816ExplorationSIRC010,SIRC010,44.0,45.0,P,2,
1399300,3031566,89816ExplorationSIRC010,SIRC010,45.0,46.0,TC,2,
1399301,3031566,89816ExplorationSIRC010,SIRC010,46.0,47.0,P,1,
1399302,3031566,89816ExplorationSIRC010,SIRC010,47.0,48.0,P,1,
1399303,3031566,89816ExplorationSIRC010,SIRC010,48.0,49.0,P,1,
1399304,3031566,89816ExplorationSIRC010,SIRC010,49.0,50.0,GO,1,
1399305,3031566,89816ExplorationSIRC010,SIRC010,50.0,51.0,GO,1,
1399306,3031566,89816ExplorationSIRC010,SIRC010,51.0,52.0,P,1,
1399307,3031566,89816ExplorationSIRC010,SIRC010,52.0,53.0,GO,1,
1399308,3031566,89816ExplorationSIRC010,SIRC010,53.0,54.0,GO,1,
1399309,3031566,89816ExplorationSIRC010,SIRC010,54.0,55.0,P,1,
1399310,3031566,89816ExplorationSIRC010,SIRC010,55.0,56.0,GO,1,
1399311,3031566,89816ExplorationSIRC010,SIRC010,56.0,57.0,P,1,
1399312,3031566,89816ExplorationSIRC010,SIRC010,57.0,58.0,GO,1,
1399313,3031566,89816ExplorationSIRC010,SIRC010,58.0,59.0,GO,1,
1399314,3031566,89816ExplorationSIRC010,SIRC010,59.0,60.0,P,1,
1399315,3031566,89816ExplorationSIRC010,SIRC010,60.0,61.0,P,1,
1399316,3031566,89816ExplorationSIRC010,SIRC010,61.0,62.0,P,1,
1399317,3031566,89816ExplorationSIRC010,SIRC010,62.0,63.0,GO,1,
1399318,3031566,89816ExplorationSIRC010,SIRC010,63.0,64.0,GO,1,
1399319,3031566,89816ExplorationSIRC010,SIRC010,64.0,65.0,GO,1,
1399320,3031566,89816ExplorationSIRC010,SIRC010,65.0,66.0,D,4,
1399321,3031566,89816ExplorationSIRC010,SIRC010,66.0,67.0,PY,4,
1399322,3031566,89816ExplorationSIRC010,SIRC010,67.0,68.0,PY,4,
1399323,3031566,89816ExplorationSIRC010,SIRC010,68.0,69.0,PY,4,
1399324,3031566,89816ExplorationSIRC010,SIRC010,69.0,70.0,PY,4,
1399325,3031566,89816ExplorationSIRC010,SIRC010,71.0,72.0,PY,2,
1399326,3031566,89816ExplorationSIRC010,SIRC010,72.0,73.0,PY,2,
1399327,3031566,89816ExplorationSIRC010,SIRC010,73.0,74.0,PY,2,
1399328,3031566,89816ExplorationSIRC010,SIRC010,74.0,75.0,PY,1,
1399329,3031566,89816ExplorationSIRC010,SIRC010,75.0,76.0,PY,1,
1399330,3031566,89816ExplorationSIRC010,SIRC010,76.0,77.0,D,1,
1399331,3031566,89816ExplorationSIRC010,SIRC010,77.0,78.0,PY,1,
1399332,3031566,89816ExplorationSIRC010,SIRC010,78.0,79.0,PY,1,
1399333,3031566,89816ExplorationSIRC010,SIRC010,79.0,80.0,D,1,
1399334,3031566,89816ExplorationSIRC010,SIRC010,80.0,81.0,PY,2,
1399335,3031566,89816ExplorationSIRC010,SIRC010,81.0,82.0,PY,2,
1399336,3031566,89816ExplorationSIRC010,SIRC010,82.0,83.0,PY,2,
1399337,3031566,89816ExplorationSIRC010,SIRC010,83.0,84.0,D,2,
1399338,3031566,89816ExplorationSIRC010,SIRC010,84.0,85.0,PY,2,
1399339,3031566,89816ExplorationSIRC010,SIRC010,85.0,86.0,PY,2,
1399340,3031566,89816ExplorationSIRC010,SIRC010,86.0,87.0,PY,2,
1399341,3031566,89816ExplorationSIRC010,SIRC010,87.0,88.0,D,2,
1399342,3031566,89816ExplorationSIRC010,SIRC010,88.0,89.0,D,2,
1399343,3031566,89816ExplorationSIRC010,SIRC010,89.0,90.0,D,2,
1399344,3031566,89816ExplorationSIRC010,SIRC010,90.0,91.0,D,1,
1399345,3031566,89816ExplorationSIRC010,SIRC010,91.0,92.0,D,1,
1399346,3031566,89816ExplorationSIRC010,SIRC010,92.0,93.0,PY,1,
1399347,3031566,89816ExplorationSIRC010,SIRC010,93.0,94.0,PY,1,
1399348,3031566,89816ExplorationSIRC010,SIRC010,94.0,95.0,D,1,
1399349,3031567,89816ExplorationSIRC011,SIRC011,0.0,1.0,LM,4,
1399350,3031567,89816ExplorationSIRC011,SIRC011,1.0,2.0,TC,2,
1399351,3031567,89816ExplorationSIRC011,SIRC011,2.0,3.0,P,2,
1399352,3031567,89816ExplorationSIRC011,SIRC011,3.0,4.0,TC,3,
1399353,3031567,89816ExplorationSIRC011,SIRC011,4.0,5.0,P,3,
1399354,3031567,89816ExplorationSIRC011,SIRC011,5.0,6.0,TC,3,
1399355,3031567,89816ExplorationSIRC011,SIRC011,6.0,7.0,P,3,
1399356,3031567,89816ExplorationSIRC011,SIRC011,7.0,8.0,P,3,
1399357,3031567,89816ExplorationSIRC011,SIRC011,8.0,9.0,TC,3,
1399358,3031567,89816ExplorationSIRC011,SIRC011,9.0,10.0,P,3,
1399359,3031567,89816ExplorationSIRC011,SIRC011,10.0,11.0,P,3,
1399360,3031567,89816ExplorationSIRC011,SIRC011,11.0,12.0,P,3,
1399361,3031567,89816ExplorationSIRC011,SIRC011,12.0,13.0,P,3,
1399362,3031567,89816ExplorationSIRC011,SIRC011,13.0,14.0,P,3,
1399363,3031567,89816ExplorationSIRC011,SIRC011,14.0,15.0,P,3,
1399364,3031567,89816ExplorationSIRC011,SIRC011,15.0,16.0,P,3,
1399365,3031567,89816ExplorationSIRC011,SIRC011,16.0,17.0,P,3,
1399366,3031567,89816ExplorationSIRC011,SIRC011,17.0,18.0,TC,3,
1399367,3031567,89816ExplorationSIRC011,SIRC011,18.0,19.0,P,3,
1399368,3031567,89816ExplorationSIRC011,SIRC011,19.0,20.0,P,3,
1399369,3031567,89816ExplorationSIRC011,SIRC011,20.0,21.0,TC,3,
1399370,3031567,89816ExplorationSIRC011,SIRC011,21.0,22.0,TC,3,
1399371,3031567,89816ExplorationSIRC011,SIRC011,22.0,23.0,TC,3,
1399372,3031567,89816ExplorationSIRC011,SIRC011,23.0,24.0,TC,3,
1399373,3031567,89816ExplorationSIRC011,SIRC011,24.0,25.0,P,4,
1399374,3031567,89816ExplorationSIRC011,SIRC011,25.0,26.0,TC,4,
1399375,3031567,89816ExplorationSIRC011,SIRC011,26.0,27.0,TC,4,
1399376,3031567,89816ExplorationSIRC011,SIRC011,27.0,28.0,TC,4,
1399377,3031567,89816ExplorationSIRC011,SIRC011,28.0,29.0,TC,4,
1399378,3031567,89816ExplorationSIRC011,SIRC011,29.0,30.0,TC,4,
1399379,3031567,89816ExplorationSIRC011,SIRC011,30.0,31.0,P,4,
1399380,3031567,89816ExplorationSIRC011,SIRC011,31.0,32.0,P,3,
1399381,3031567,89816ExplorationSIRC011,SIRC011,32.0,33.0,HM,2,
1399382,3031567,89816ExplorationSIRC011,SIRC011,33.0,34.0,HM,2,
1399383,3031567,89816ExplorationSIRC011,SIRC011,34.0,35.0,P,3,
1399384,3031567,89816ExplorationSIRC011,SIRC011,35.0,36.0,LM,3,
1399385,3031567,89816ExplorationSIRC011,SIRC011,36.0,37.0,LM,3,
1399386,3031567,89816ExplorationSIRC011,SIRC011,37.0,38.0,LM,3,
1399387,3031567,89816ExplorationSIRC011,SIRC011,38.0,39.0,LM,3,
1399388,3031567,89816ExplorationSIRC011,SIRC011,39.0,40.0,LM,3,
1399389,3031567,89816ExplorationSIRC011,SIRC011,40.0,41.0,P,3,
1399390,3031567,89816ExplorationSIRC011,SIRC011,41.0,42.0,LM,3,
1399391,3031567,89816ExplorationSIRC011,SIRC011,42.0,43.0,LM,3,
1399392,3031567,89816ExplorationSIRC011,SIRC011,43.0,44.0,HM,4,
1399393,3031567,89816ExplorationSIRC011,SIRC011,44.0,45.0,HM,4,
